student_id,job_id,match_score,is_match,gender,region,background,company_size
1,54,62.29803921568627,0,F,Tier2,Mechanical,SME
1,100,66.57091503267974,0,F,Tier2,Mechanical,Large
1,71,57.43692810457516,0,F,Tier2,Mechanical,SME
1,38,56.09705882352941,0,F,Tier2,Mechanical,SME
1,65,55.467973856209156,0,F,Tier2,Mechanical,Large
1,8,56.90588235294118,0,F,Tier2,Mechanical,Large
1,64,60.304575163398695,0,F,Tier2,Mechanical,Startup
1,83,60.809228661258146,0,F,Tier2,Mechanical,Startup
1,70,54.10359477124183,1,F,Tier2,Mechanical,SME
1,69,68.62153558498134,0,F,Tier2,Mechanical,SME
1,39,53.86666666666666,0,F,Tier2,Mechanical,Large
1,53,62.70925925925927,0,F,Tier2,Mechanical,Large
1,68,67.85359477124183,0,F,Tier2,Mechanical,SME
1,42,62.703267973856214,0,F,Tier2,Mechanical,Large
1,6,68.40098039215685,1,F,Tier2,Mechanical,SME
1,48,54.27516339869281,0,F,Tier2,Mechanical,Startup
1,63,59.28877995642702,0,F,Tier2,Mechanical,SME
1,56,71.01535947712419,1,F,Tier2,Mechanical,Startup
1,98,53.47450980392158,0,F,Tier2,Mechanical,Startup
1,75,58.75102031152359,0,F,Tier2,Mechanical,Startup
2,22,54.4,0,M,Tier1,Civil,SME
2,39,70.65,1,M,Tier1,Civil,Large
2,83,68.93703703703704,0,M,Tier1,Civil,Startup
2,1,82.18322440087147,1,M,Tier1,Civil,SME
2,21,65.51111111111112,0,M,Tier1,Civil,Large
2,37,63.68104575163398,0,M,Tier1,Civil,SME
2,75,68.45555555555555,0,M,Tier1,Civil,Startup
2,90,72.12222222222223,1,M,Tier1,Civil,SME
2,53,65.18703703703704,0,M,Tier1,Civil,Large
2,56,91.65,1,M,Tier1,Civil,Startup
2,38,70.26111111111112,1,M,Tier1,Civil,SME
2,99,89.98333333333335,1,M,Tier1,Civil,Large
2,74,62.964814814814815,0,M,Tier1,Civil,Large
2,97,74.99803921568628,1,M,Tier1,Civil,SME
2,86,57.31666666666667,0,M,Tier1,Civil,SME
2,82,78.15,1,M,Tier1,Civil,Startup
2,93,51.9,0,M,Tier1,Civil,SME
2,76,75.23333333333332,1,M,Tier1,Civil,Large
2,16,73.0574074074074,1,M,Tier1,Civil,Startup
2,12,72.68703703703704,1,M,Tier1,Civil,Startup
3,2,57.227777777777774,0,M,Tier1,ECE,Large
3,86,33.2,0,M,Tier1,ECE,SME
3,95,83.2,1,M,Tier1,ECE,Startup
3,39,73.2,1,M,Tier1,ECE,Large
3,31,65.61666666666667,0,M,Tier1,ECE,Large
3,18,47.0235294117647,0,M,Tier1,ECE,SME
3,67,49.40915032679739,0,M,Tier1,ECE,Startup
3,98,57.644444444444446,0,M,Tier1,ECE,Startup
3,35,50.28333333333333,0,M,Tier1,ECE,Startup
3,51,58.886274509803926,0,M,Tier1,ECE,Large
3,38,70.77352941176471,1,M,Tier1,ECE,SME
3,26,54.91568627450981,0,M,Tier1,ECE,Large
3,22,49.03333333333333,0,M,Tier1,ECE,SME
3,19,55.28333333333333,0,M,Tier1,ECE,Startup
3,12,54.20490196078431,1,M,Tier1,ECE,Startup
3,69,71.86764705882354,0,M,Tier1,ECE,SME
3,37,63.83333333333334,0,M,Tier1,ECE,SME
3,5,53.2,0,M,Tier1,ECE,SME
3,10,33.2,0,M,Tier1,ECE,SME
3,71,57.227777777777774,0,M,Tier1,ECE,SME
4,19,57.22450980392158,0,M,Tier1,Civil,Startup
4,47,47.788235294117655,0,M,Tier1,Civil,SME
4,70,50.70490196078431,0,M,Tier1,Civil,SME
4,83,58.899346405228755,0,M,Tier1,Civil,Startup
4,1,56.67712418300654,0,M,Tier1,Civil,SME
4,56,45.394444444444446,0,M,Tier1,Civil,Startup
4,12,62.649346405228755,0,M,Tier1,Civil,Startup
4,63,53.45,0,M,Tier1,Civil,SME
4,18,43.08235294117647,0,M,Tier1,Civil,SME
4,82,33.45,0,M,Tier1,Civil,Startup
4,30,60.42712418300654,0,M,Tier1,Civil,Startup
4,88,43.03333333333333,0,M,Tier1,Civil,Large
4,97,54.45490196078431,0,M,Tier1,Civil,SME
4,98,33.86666666666666,0,M,Tier1,Civil,Startup
4,79,64.28333333333333,0,M,Tier1,Civil,SME
4,78,60.11666666666666,0,M,Tier1,Civil,Large
4,15,46.366666666666674,0,M,Tier1,Civil,SME
4,45,38.719607843137254,0,M,Tier1,Civil,SME
4,54,50.53333333333333,0,M,Tier1,Civil,SME
4,38,53.45,0,M,Tier1,Civil,SME
5,49,75.2734778121775,1,M,Tier1,Civil,SME
5,99,74.02089783281734,1,M,Tier1,Civil,Large
5,24,56.95433436532508,0,M,Tier1,Civil,SME
5,53,69.58333333333333,0,M,Tier1,Civil,Large
5,4,66.27708978328172,0,M,Tier1,Civil,Startup
5,91,67.60190918472652,0,M,Tier1,Civil,SME
5,25,63.26754385964912,0,M,Tier1,Civil,SME
5,85,61.6640866873065,0,M,Tier1,Civil,SME
5,17,56.25,0,M,Tier1,Civil,Startup
5,42,66.81114551083591,0,M,Tier1,Civil,Large
5,21,61.32352941176471,0,M,Tier1,Civil,Large
5,94,60.63854489164087,1,M,Tier1,Civil,Large
5,28,48.75,0,M,Tier1,Civil,Large
5,87,66.77631578947368,0,M,Tier1,Civil,SME
5,59,62.35294117647059,1,M,Tier1,Civil,Startup
5,92,67.51934984520125,0,M,Tier1,Civil,SME
5,78,56.25,0,M,Tier1,Civil,Large
5,89,66.64473684210526,0,M,Tier1,Civil,SME
5,54,63.50877192982456,0,M,Tier1,Civil,SME
5,8,60.39473684210526,0,M,Tier1,Civil,Large
6,82,36.50744867956942,0,M,Tier2,IT,Startup
6,11,53.2,0,M,Tier2,IT,SME
6,78,54.91840958605664,0,M,Tier2,IT,Large
6,20,42.36666666666666,0,M,Tier2,IT,SME
6,65,45.71774627767769,0,M,Tier2,IT,Large
6,92,64.81934538941593,0,M,Tier2,IT,SME
6,69,60.81217557851181,0,M,Tier2,IT,SME
6,76,65.93216907389764,0,M,Tier2,IT,Large
6,33,31.633915033585414,0,M,Tier2,IT,Large
6,16,58.80185185185185,0,M,Tier2,IT,Startup
6,63,48.24500379099838,0,M,Tier2,IT,SME
6,93,43.2,0,M,Tier2,IT,SME
6,40,66.95,0,M,Tier2,IT,Startup
6,4,46.51857175119521,0,M,Tier2,IT,Startup
6,13,57.644444444444446,0,M,Tier2,IT,Large
6,23,55.196014195084544,0,M,Tier2,IT,Large
6,51,50.636053161615166,0,M,Tier2,IT,Large
6,97,50.47037334879275,0,M,Tier2,IT,SME
6,83,52.37416059378644,0,M,Tier2,IT,Startup
6,29,40.719497539502285,0,M,Tier2,IT,Startup
7,39,41.19574440970682,0,F,Tier2,ECE,Large
7,18,59.00106639146887,0,F,Tier2,ECE,SME
7,23,82.71666666666667,0,F,Tier2,ECE,Large
7,22,84.93888888888888,1,F,Tier2,ECE,SME
7,42,68.48414644546665,0,F,Tier2,ECE,Large
7,91,78.7559916801881,1,F,Tier2,ECE,SME
7,43,66.99298245614035,0,F,Tier2,ECE,Startup
7,54,59.734210526315785,0,F,Tier2,ECE,SME
7,32,58.191066519558404,0,F,Tier2,ECE,SME
7,100,64.52222222222223,0,F,Tier2,ECE,Large
7,89,53.42634508487413,0,F,Tier2,ECE,SME
7,83,66.29151768230119,0,F,Tier2,ECE,Startup
7,15,56.05,0,F,Tier2,ECE,SME
7,35,67.29025341130604,0,F,Tier2,ECE,Startup
7,94,56.17616158231853,0,F,Tier2,ECE,Large
7,34,55.7564094063801,0,F,Tier2,ECE,Large
7,20,56.05,0,F,Tier2,ECE,SME
7,13,60.077777777777776,0,F,Tier2,ECE,Large
7,26,46.05,0,F,Tier2,ECE,Large
7,21,64.79269005847954,0,F,Tier2,ECE,Large
8,83,66.25261415467837,0,M,Tier2,ECE,Startup
8,26,67.07780820631027,0,M,Tier2,ECE,Large
8,73,63.7228670303315,0,M,Tier2,ECE,Startup
8,66,71.30228758169935,1,M,Tier2,ECE,SME
8,80,69.76851851851852,0,M,Tier2,ECE,SME
8,14,54.142572370256254,0,M,Tier2,ECE,Large
8,58,72.34221801883511,1,M,Tier2,ECE,SME
8,89,57.653437429284324,0,M,Tier2,ECE,SME
8,75,67.18781252435673,0,M,Tier2,ECE,Startup
8,36,68.4034780024243,0,M,Tier2,ECE,SME
8,52,67.83307113718749,0,M,Tier2,ECE,Startup
8,62,66.60165133015873,0,M,Tier2,ECE,SME
8,78,61.7958089668616,0,M,Tier2,ECE,Large
8,96,71.35070124637926,1,M,Tier2,ECE,Startup
8,77,62.03703703703704,0,M,Tier2,ECE,Startup
8,51,64.7874112059379,0,M,Tier2,ECE,Large
8,11,73.10457516339869,1,M,Tier2,ECE,SME
8,20,49.26470588235294,0,M,Tier2,ECE,SME
8,12,75.12426900584796,1,M,Tier2,ECE,Startup
8,9,54.495977356391805,1,M,Tier2,ECE,Startup
9,17,86.39705882352942,1,M,Metro,ECE,Startup
9,3,61.34803921568627,0,M,Metro,ECE,Large
9,27,35.0,0,M,Metro,ECE,SME
9,81,61.67483660130719,0,M,Metro,ECE,Startup
9,55,60.8578431372549,0,M,Metro,ECE,SME
9,9,55.81699346405229,1,M,Metro,ECE,Startup
9,93,67.22222222222223,0,M,Metro,ECE,SME
9,13,51.209150326797385,0,M,Metro,ECE,Large
9,30,60.078976034858385,0,M,Metro,ECE,Startup
9,46,75.27777777777779,1,M,Metro,ECE,Large
9,79,57.96568627450981,0,M,Metro,ECE,SME
9,22,68.15359477124183,0,M,Metro,ECE,SME
9,63,60.42211328976035,0,M,Metro,ECE,SME
9,98,57.352941176470594,0,M,Metro,ECE,Startup
9,73,67.92211328976035,0,M,Metro,ECE,Startup
9,2,61.16285403050109,0,M,Metro,ECE,Large
9,67,64.8474945533769,0,M,Metro,ECE,Startup
9,8,67.59803921568627,0,M,Metro,ECE,Large
9,77,50.032679738562095,0,M,Metro,ECE,Startup
9,26,55.14705882352941,0,M,Metro,ECE,Large
10,68,62.77777777777778,0,F,Tier1,Civil,SME
10,74,66.34803921568627,0,F,Tier1,Civil,Large
10,27,74.91660455172135,1,F,Tier1,Civil,SME
10,3,70.07352941176471,1,F,Tier1,Civil,Large
10,6,52.67156862745098,0,F,Tier1,Civil,SME
10,17,63.75,0,F,Tier1,Civil,Startup
10,8,52.94117647058823,0,F,Tier1,Civil,Large
10,91,53.47561377204076,0,F,Tier1,Civil,SME
10,53,79.68137254901961,0,F,Tier1,Civil,Large
10,10,68.96282587326486,0,F,Tier1,Civil,SME
10,33,37.475056580653884,0,F,Tier1,Civil,Large
10,71,55.69444444444444,0,F,Tier1,Civil,SME
10,31,67.1421568627451,0,F,Tier1,Civil,Large
10,9,42.69361546296738,0,F,Tier1,Civil,Startup
10,99,69.58333333333333,0,F,Tier1,Civil,Large
10,46,62.16666666666667,0,F,Tier1,Civil,Large
10,52,64.20442785401418,0,F,Tier1,Civil,Startup
10,45,51.8921568627451,0,F,Tier1,Civil,SME
